id,video_id,text,label,raw_response,matched_keywords,label_prior,model
Ugx0_PDqX2gNjDnoQil4AaABAg,KSVY5SRkfn8,Онолуу онугуу болбойт бизде .,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugycitlkvn9uZpa9n4l4AaABAg,MzmJyHQlS5Y,Саймаити олтурулгондо киллерлер Кыргыз консул кызматык машинасында жургон . 100 % гарантия Матраимовтун ЗАКАЗНОЙ олтуру болгон Уландын олумуно дагы Матроимовтор кунолу аны дагы Заказ менен олтурткон .,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgxwKwrLJFZCaOE28314AaABAg,9SK6boOSZX0,Мусулман мусулманды олтуруп тэ кандай Алох деп айтат тоба 😮,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgzfOuZ5kOn_b-u_dUR4AaABAg,fIXFhZQ1Irg,8 март жалаптардын майрамы бүгүн канча деген зына болот. Жаш кыздар үй бүлөлор бузулат бүгүн.,non_hate,non_hate,жалап,potentially_hate,CohereForAI/aya-expanse-8b
UgxbwGnEiJu-TFbS0A54AaABAg,KSVY5SRkfn8,"Ташиев калп эле мыйзам деп Элди жедирип жүргөн экен, гкнб эмне деген бизнесмендерди тоноп бүт байлыгын тартып алган, Көлбаевди өлтүрүп бүт байлыгын менчиктештирип алган качырбай кустуруш керек",hate,hate,өлтүрү,potentially_hate,CohereForAI/aya-expanse-8b
UgxacfONgiQ4S_iozdN4AaABAg,8W94yWJHw6A,😂😂 элге жардам бербесе дагы коргойсунар эмне кылды акчага сатылгандай чыгасынар эки дос иштеп атат,offensive,offensive,сатылган,potentially_hate,CohereForAI/aya-expanse-8b
UgwLHrxGHGtx3m8mhYh4AaABAg,8W94yWJHw6A,Ким кыргызга елге окмотко жакшы кызмат кылса таза мыйзамды билсе жок кылынууда,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugw0esaHsvbALzpc3Yp4AaABAg,rcF3WelvY18,"Эки инспекторду тезинен иштен алыш керек, кайдыгер карап койберип жиберди уважаемый у вас есть паспорта деп суйролот отделге камап койсо болбойбу",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugy886I_eC_IKDb5djR4AaABAg,bXQ7pHLuXSc,Атамбай ж.а Атамбайдын командасы Максимден ашып отот.Бул жанылык эмес,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwfBgCczTNzXEMuQ_t4AaABAg,9SK6boOSZX0,Кудайа жазаңарды берсин🤲🤲🤲🤲мусулман пендеси деп бул акмактарды ким айтат😡🤮Кудайа бир айтпай келген апаааат силерди өзүңөрдөй айтпай туруп жер жутуп алсын🤲🤲🤲🤲🤲биздин өлгөн балдардын арбагы каны убалы урсун кудайа уктатпасын арбагы тынч койбосун🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲😭😭😭😭😭канкорлор канга жуулуп жер мн жексен болуп жер жутсун кудайа жер жутсун🤲🤲🤲🤲🤲гүнөөсү жок кырчындайлардын арбактары уктатпасын колуңар шал шал болсун омиииийин🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲бее ажал бее гүнөө өтүп кеткен мекеним элим жерим деген биздин эр азаматтарыбыздын жаткан жери бейиштин төрү болсун жайлары жанаттан болсун🤲🤲🤲🤲😭😭😭😭😭😭😭😭😭😭😭😭😭😭,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgymijiKquS1G2eomKp4AaABAg,KSVY5SRkfn8,Садыр нукожоевич Аллахым ишиңизге ийгилик. 2 дүйнө бактылуулук берсин. Камчыбек Кыдыршаевич өтө сонун таза иштеди. Кол астындагылар баарын өлтүрүп бүттү. Ошолорду камаш керек.,hate,hate,өлтүрү,potentially_hate,CohereForAI/aya-expanse-8b
UgxPWtBvPmOduoylaeB4AaABAg,HeGfRTka3TQ,Фой биля чон кыз деп суйлой албай калат экенбизда туурабы,hate,hate,биля,potentially_hate,CohereForAI/aya-expanse-8b
UgyevQe-TPCTR-j304t4AaABAg,iM4S3PDEGDg,"Акылыңар барбы. Жиргентипбегилечи. Анын моуйну эмне темирден бекен. Өлтуробүздегендер чоң бычак менен тилалбай. Бензопила таппай калган окшойт, көрсө мойнуну динозаврдвкындай экен. Аны чынында эле жоготобуз десе ошондо эле жоготмок. Эки достун эки сөзү эмес баш кайрыгансайын башка сөздөрү даяр. Переобуваются на бегу. Афера, живем пока при аферистах бакиевских",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyCa27o1RNTuGlUnGR4AaABAg,8W94yWJHw6A,Раииди уйбулосу менен олтуруш керек,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugy9JTFw-36vGWU9mah4AaABAg,8W94yWJHw6A,Алишер Козуев Райымдын Россия заправкасын иштетет,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxQpHnmnnuP34B7u4p4AaABAg,bXQ7pHLuXSc,Башты оорутпай Бакиевдерди териштире бербей жанынардагы Атанбайды териштирип алгылачы,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgypSQVSxkuc6mLCfup4AaABAg,GE9a-UY4I7E,Намысы жок акмактар,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgwacS-9oXhQ4HVGWGp4AaABAg,rcF3WelvY18,Арабташып кеттик деген акмактар каяктасыңар ?илгери кыргыздар кальян чегип клубда котун коргозуп бийлеп журушчу беле?,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugzc6hu45u06JzmMwHV4AaABAg,bXQ7pHLuXSc,Мына далил Бакиевдер акмак экен!!! Бакиевдер Британиялык ишкерге кол салышкан экенго заказ менен!!!,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxvKY6mu48LENJn2fV4AaABAg,GE9a-UY4I7E,Бошоткондорду олтуруш керек,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgxMTKGVhbamwxrJ3O14AaABAg,iM4S3PDEGDg,Ушундай чагымчыл акмактарды камаш керек элдин башын айланкан,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyDFkCQZhdB3rWgjtx4AaABAg,va4UkKaVJ8k,Жарайсын Мунарбек жигитсин Сен болбогондо бул малдан айырмпсы жок акмактар Оз ишин уланта бермек,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyD5Ju8TcVlP-4jqOp4AaABAg,MzmJyHQlS5Y,Жалган суйлобой ачык айткыла атамбаев жеенбекойту колдобой кырыса болуп бабановту колдогон,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxHG_1ktjGdFbY_6uB4AaABAg,HeGfRTka3TQ,Жамгырчиева ток этеер жерин айтты.жердин жети катмарына кирип кетти го.,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UghEt_8L3a2RtngCoAEC,GE9a-UY4I7E,Баар жогунду меен чача атыш керек экен пидр,hate,hate,пидр,potentially_hate,CohereForAI/aya-expanse-8b
Ugwb6YQswez6QBKaUjV4AaABAg,HeGfRTka3TQ,"Бол передача таптакыр туура эмес мындай ыдык көрсөтүү бойунча мыйзам чыкса этеңки күнү өзүңөр деле жалган жалаа менен олтуруп калышыңар мүмкүн,себеп башка өлкөлөрдөгү ушуга окшогон жок жерден каралангандар өтө көп силер мындай мыйзам менен бети калың жалган жалаачыларга түздөн түз жолачасыңар мен колдобойм!",hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgyDJQGfmv5ORSl_Dy54AaABAg,9SK6boOSZX0,Харошо делал шох камандири ви напали ви на или ми закончили если ещё раз нападёт ещё ми хорошо отвечаем ви баирактар ом стреляли мечетем убили детеи шох камандири шери нар и точико ви кунгизи таракан чапар туремчик канчик туремчик ещё чево хатите что ви убете а ми нет ми тоже умеем ваина ви не видели ваина ми адин рас видели ми нехатели ви сами первий начили вот так будит это ви немусулман и мусулман и дом алаха несрелят детеи неубиват стариков и беремений женщине несагет ви точна кофир,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxjWojRDSSEzj27_1p4AaABAg,8W94yWJHw6A,Кыршызстанды раим менен атанбаев сазга тыккаг ушулар эн бай адамдар буллар кыргыздын казынасын сызгырган тулкулор булар,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxXd2xMQBovprYi8VJ4AaABAg,KSVY5SRkfn8,Ташиев Камчыны олтуруп озунун адамдарын ОПГ кылып алыптыр да 😏,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgwrcamXmBcM43RgFwZ4AaABAg,8W94yWJHw6A,Райым тажинин оозун толтуруп Куспай койду окшойт! Эмесе ташинер Райымдын бир жерин жалап уктап эле журбодубу!,hate,hate,жалап,potentially_hate,CohereForAI/aya-expanse-8b
UgzpWSKu60A-vDm8ExN4AaABAg,KSVY5SRkfn8,Ташини камаш керек болчу. Канча коп адамдар оорулуулар камакта жатышты эле го. Эмне таш мопсонун эле оорубац эле турат. Акча десе чуркап барат лакылдап,offensive,offensive,чурка,potentially_hate,CohereForAI/aya-expanse-8b
UgwZLprxxXL19ePVMD14AaABAg,va4UkKaVJ8k,"Бля уят кызын да жалап , балан да жалап. Позор кыргызмын дештен уяласын..",offensive,offensive,бля|жалап,potentially_hate,CohereForAI/aya-expanse-8b
Ugy1hPh3ckYDrPtdHF54AaABAg,GE9a-UY4I7E,Батукаевди атмак түгүл кескилеп өлтүрүш керек болчу канча кыргыз жигитердин канын ичип жеди.,hate,hate,өлтүрү,potentially_hate,CohereForAI/aya-expanse-8b
Ugxz1LZH1tj95BQ0wvV4AaABAg,8W94yWJHw6A,Бляаа нарматова далбаёп болбосоң түшүнчү матраимов буга жардам берди тигиге жардам берди деп гелдирей бербей матраимов мамлекет ишенип берген кызматты өз кызык чылыгына пайдаланган мамлекеттин ичинде мамлекет түзүп алган СССР дин кезинде мындай шылуундар атууга кеткен,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
UgwzFnFKXBrI6o-w5op4AaABAg,MzmJyHQlS5Y,Талант Мамытов иттенда пас болбочу бляа.,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
Ugyf_XpjptC3yhV313J4AaABAg,bXQ7pHLuXSc,Ал хуйня ашанын уйун корсотсонор Тадж махалго кайсыл акчага салган??? Каякта 2012 жылы Китай кыргызстанга 4 миллиард Берген кредит каяка жумшалды эмне салынды эчтемке жок,offensive,offensive,хуй|хуйня,potentially_hate,CohereForAI/aya-expanse-8b
UgyREjqP9sLeKHEBafF4AaABAg,8W94yWJHw6A,Депутаттардын баары эле орукчан окшойт даарыланганы эле кетеберишетко,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugz9FiinzQIrCOzZbtJ4AaABAg,va4UkKaVJ8k,Рахмат ГКНБ тазалаш керек акмактарды Кыргызды эмес Адамдык сыпаттыда жок еылар бул манкурттар,hate,hate,акмак|манкурт,potentially_hate,CohereForAI/aya-expanse-8b
UgyNAqo4J5sAHFnp0A54AaABAg,KSVY5SRkfn8,Таш эми билдинби Колдук дегенде олдук деген созду 🎉😂Дос деп журуп жайлапсын да Кыргызстанды Ташкее скейн,offensive,offensive,скейн,potentially_hate,CohereForAI/aya-expanse-8b
UgxmnI9emtI9C_uBQTp4AaABAg,iM4S3PDEGDg,Это было 2010 году?,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugw2yUZHyhGbyzC2slh4AaABAg,KSVY5SRkfn8,Белые придут грабит.красные придут грабить деген заманда,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzwyK44KF122IEiJ6d4AaABAg,8W94yWJHw6A,"Былгып эле жатып калган экензинерда арамдар трибунала кооз суйлоп.Тышка чыкканда каалгаганынарды кылып,жещинерче жеп жутушунарча жутуп, карапайым элди мамлекетти сага батырдынар уялбай суйлогондорун кара.Болгон акчасын нолгочейин кустуруп камаш керек жегичтердин баардыгын ошондо иш алдыга жылат.ЖУРОГУ ТАЗА ЭЛИМ ЖЕРИМ ДЕГЕН ИНСАНДАРДЫ ИШТЕТИШ КЕРЕК ЭСКЕРТУУ МЕНЕН.жезен омур бойу камаласын деп.",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyavHxWCO1g7ZkiUgB4AaABAg,9SK6boOSZX0,Буйруса бул акмактар коротурганын корот аз калды Эми токтобосо оздорунон корсун .,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugwo_vWWRc7D92niUOZ4AaABAg,KSVY5SRkfn8,Колбаевти олтурушуп оздору кыргызстанда красный опга боло калышкан экенда буларды пагонун жулуп дыйкан кылып иштетиш керек,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgwDGZ9iq-7LUlEn67Z4AaABAg,GE9a-UY4I7E,Кыргызстандан чыккан баатырларды олтуруп Озбек Батукаевди эркиндике кое берген Атанбаев озбек тубу жок акмактар кыргыз качан озбектен коркуп жашачуу эле чечен дейсинер Токмокто озбектер жашайт ото коп жашашат оздорун озбек дегенден коркушат ото бай жашашат булардын масаты кыргыздан баатырларды жок кылуу,hate,hate,акмак|олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugw3qarbupgwvlZhfMR4AaABAg,9SK6boOSZX0,Вай бля Шох урушга чектма биздес нахуй улар адам эмас,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
UgwFA_GCeVpQB0eWdDZ4AaABAg,GE9a-UY4I7E,Феликис кулов дагы бар да,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyreebM_rg6Wnr0miZ4AaABAg,HeGfRTka3TQ,Ээй кагылайын кыргыз кыздарым озунор себебчи болуп жатасынар жарым жыланач шайтанга окшоп журосунор озунор ойлонуп коргулочу,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugy00Wix_a9-2lCweJd4AaABAg,rcF3WelvY18,Ар жакта розовый жоолукчан урдура чегип атат тобаа,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugz7hlUhmlT6pdWPvzp4AaABAg,rcF3WelvY18,"Потому что хозяева заведение при деньгах и все рот закрывают, наш будущий поколение уже половина наркоманы",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyClHumMrT5gzDz7mZ4AaABAg,rcF3WelvY18,"Коомчулукта аял кишиге кол которуп анысы аз калгансып олтуруп жаткан адамдарды биринчиден даарылагыла, сураныч! Анан башкасын ойлонгула, жетишсенер.",hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgzkZizOkcGW-_yg-ch4AaABAg,8W94yWJHw6A,"Ак ийилет бирок сынбайт, азыркы бийлик дагы жылдар өтүп Раимдин ордунда болуп калышы мүмкүн",non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzU3DZ2oto4xxvfr3R4AaABAg,HeGfRTka3TQ,"Ооииийй Айсулуу Мамашева Депутат ЖК дейтго что правда Чем она помогает народу КЫРГЫЗСТАНА ХОТЕЛ УЗНАТЬ ПРОСТИТЕ ЕСЛИ ЧТО ЕСЛИ ЧЕСТНО Я ХОТЕЛ УЗНАТ ЧЕМ ОНА ПОМОГАЕТ НАРОДУ КЫРГЫЗСТАНА, ПОТОМУ ЧТО ДЕВУШКА В ДЕПУТАТЫ ЖК ЭТО Я В ШОКЕ",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyAUAabkHKB7ygLzM94AaABAg,rcF3WelvY18,"""Эл көбөйсүн, төрөгүлө"" дегенди кааласаң, анда продуктуларды арзандаткыла! Батирлердин баасын түшүргүлө! Эки дос келери менен минимум эки эсе кымбаттады баары!",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyHYOLKcLerJ7R8Mu14AaABAg,8W94yWJHw6A,"Клооптун, ""ууру, афферист блогер, журналист"" өңдөнгөн жеке,тилдерине ""ээ"", боло албаган, манкурт ""арам, журналистерди"" камаш керек!!! Буларды жоопкерчиликке тартпаса, эл, буларды таш баранга алышы керек!!!! Батыш Американын акчасына сатылган, саткындарКлооп!!!! Мекенин саткан ""уурулар""!!!!! Батыштын уурулары""!!!!!!",hate,hate,манкурт|сатылган,potentially_hate,CohereForAI/aya-expanse-8b
UgxcCfz0Dkua6TwMqR14AaABAg,MzmJyHQlS5Y,Эдил тентек тантыбачы озуну ото эле таза ойлойт окшойсун крыша,offensive,offensive,тентек,potentially_hate,CohereForAI/aya-expanse-8b
UgxVkC-UsWaJq5Q7RxJ4AaABAg,GE9a-UY4I7E,биздин кыйндарды олтуруп батукаевти бошотунар котор,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgyM_mnfyFEzK-SLS194AaABAg,8W94yWJHw6A,Кыргызстан 🇰🇬 оркундой Бер гулдосун 🤲,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwDVxqdzi5lkswZOOt4AaABAg,bXQ7pHLuXSc,"Лондондо дагы жөн жүрбөй, ар кимди өлтүрүүгө аракет кылып жүрөт",hate,hate,өлтүрү,potentially_hate,CohereForAI/aya-expanse-8b
UgzA4R4cGR78ouHT_nB4AaABAg,fIXFhZQ1Irg,Ташбаранга алып олтуруш керек! Туура кылды камап. Камаганда аздык кылат!,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgzKIXST1hX-DvrmVDN4AaABAg,GE9a-UY4I7E,"Рысалиев, уялчаак сөрөй эл алдында жоопко тартыласыңар.",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyZBZufVsr5lqHs5Nd4AaABAg,GE9a-UY4I7E,Турсунбек ахун акмак турбайбы,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugwg5df9Gs8JtpmZvPl4AaABAg,GE9a-UY4I7E,Аида салянова чыгарган акеси ошон учун олтурулду окшойт,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgwQIR3VNCe3OukVBeN4AaABAg,HeGfRTka3TQ,"Талкуунар магга жакты колдоймун мыйзамга киргизгиле тезирак,,👍👍",non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwrzE_pBUZOa5WrM1h4AaABAg,rcF3WelvY18,Кыяматтын тезтетучу акмактар зинкорлор омур жашооң кыска болсо кайсыл жерге чейин барасың,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugz4CkaPhg4bX56KWW14AaABAg,9SK6boOSZX0,Вы киргизи опять Таджиков разбудите.. следующий раз вам пизда будет клянусь я вам говорю если начнёте до оша дойдём следующий раз подряд будем отправить в Узбекистан так что задумайтесь сейчас мы в нервах сидим почему не дошли до оша,hate,hate,пизда,potentially_hate,CohereForAI/aya-expanse-8b
UgyfQghUY9n4Ih0aJEJ4AaABAg,MzmJyHQlS5Y,Камчы Колбайды олтургондой эле олтуруп салыш керек мындай ууруларды тугандары менен кошуп,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgxnFSNvT6wweAAe8eJ4AaABAg,va4UkKaVJ8k,Бииииляяяя гей менен жалаптарды ким козомолдойт? Динге асылбай ушуга окшогон айбандарды жоготпойсунарбы?,hate,hate,жалап,potentially_hate,CohereForAI/aya-expanse-8b
UgzITsaHhQsP4gh3OMV4AaABAg,MzmJyHQlS5Y,Эшекбаштар башкарат мноуга окшогон,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgzTRgWA6XKnN1eVCQx4AaABAg,bXQ7pHLuXSc,Бакиевтерди колдогондор бул тууган жердештери жана кыргыз деп куйбогон акмактар сигейиндер кайсы бетинер менен колдойсунар жакшы болсо кан тогулот беле Максим орус кыргызга куймок беле,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxT92y_IUs4WsjaYJR4AaABAg,MzmJyHQlS5Y,"Айланайын Кыргыз калкым, Кыргыз жаштар, 7 область Мен Силерге Таазим кылам,, баарына чыдап,, кыйналып жашап журдунор",non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugyi-WAD0NUKCUR81Ol4AaABAg,HeGfRTka3TQ,Айзада былжырак былжыраптырсын эшектей болуп,offensive,offensive,эшек,potentially_hate,CohereForAI/aya-expanse-8b
Ugxdq_l4-aIFOERpuzl4AaABAg,va4UkKaVJ8k,Молодец ушундай кылыш керек,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyLi8pmsfiKzCoDge94AaABAg,iM4S3PDEGDg,Готун айрыш керек акчага сатылган геендерди. Садыр ды признаю башчы деп и башчыга баш ийиш керек,hate,hate,сатылган,potentially_hate,CohereForAI/aya-expanse-8b
UgzMAMf5qQBAq_2oy8d4AaABAg,KSVY5SRkfn8,"Кайсыл жерде жатат, көрсөтпөйсүңөрбү? Козу гриль жеп, 5 жылдыз номерде би 😉",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxOOIVskmI3fKCzYMV4AaABAg,rcF3WelvY18,Эненкодугаскейндер колян чекпей эшектин ташагын соргурлар,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgwtiGGn219lLgfxxAp4AaABAg,9SK6boOSZX0,😂 😂 😂 Бля они все Таджики который умеет воевать,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
UgzijMRRXOsTRviLBvh4AaABAg,bXQ7pHLuXSc,Бляа бакиев башынды алыш керек,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
Ugw7_tlvBIoAHmdQipR4AaABAg,9SK6boOSZX0,Манкурт лөлүлөр кыйшык жолдо жүргөнүн билишпейт окшойт Алла бул инсандарга акыл ийман тартип берсин,hate,hate,манкурт,potentially_hate,CohereForAI/aya-expanse-8b
UgyD8UsWGm-AzE1_73B4AaABAg,HeGfRTka3TQ,Суйуу жашка карабайт.,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyO-WL8iHtcwfsVbX54AaABAg,8W94yWJHw6A,Мамлкеттин канын соргондор.,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyZPPIVfgQQQlK9tlJ4AaABAg,MzmJyHQlS5Y,Туштон кийин актанып озунорду матраимовтон алып качасынарда убагында котунон ээрчип журдунор элего депуттар,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugyg-N5CSjdedTlJyIF4AaABAg,bXQ7pHLuXSc,Акырет куну кантип жооп берет акмактар Кыргызстанды тоноп кетишти да,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxqES22SRy5QXoAVnJ4AaABAg,bXQ7pHLuXSc,"Акмак максим, сени кудайга тапшырдым, кудай буюрса жазанды тартасын кыргыз элим сени каргайт каргыш сага максим",hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxJruEuUnmAm_DWRW14AaABAg,9SK6boOSZX0,"Ташиге корсоткуло ,чынын айтканда уйдо баатыр жоодо жок бироо экен .тазиктерге чуркап барып сайнаби саттаровичине жалынбай бул жакта аскерлерди тазиктин мизин кайтартып туруш керек болчу ,бул жак бардак Таши там а сейчас плачет Садыр экообу.",hate,hate,чурка,potentially_hate,CohereForAI/aya-expanse-8b
UgwEY59mLeGPisIRgLx4AaABAg,8W94yWJHw6A,Кыскасы Садыр Нуркожоевич красавчик айрыды😂😂😂,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugwkgl5n3vz6n5Cc5TZ4AaABAg,9SK6boOSZX0,Шох нарко бизнес боюнча учуна чыккан мен бул адамды 2000жылы уккам жергетал р Нуна барганда ошол мезгилде райондо начальник милиции болгон райондун акими биздин токтогулдук эжебиз экен,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzCt-ZqJkcL-aqeDvt4AaABAg,9SK6boOSZX0,"ай карсава, мыкты иликтөө жасапсыңар политклиника",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwakWPbPwCiYIvWkg54AaABAg,8W94yWJHw6A,Матраимов оздору жакшы болчу элге кызмат кылгандар бирок аркасын жалап жургондор ото опасный болушкан эми кимдикин жалашаткен кандидат пока жок,non_hate,non_hate,жалап,potentially_hate,CohereForAI/aya-expanse-8b
UgxNGd_zw5gQBk37af54AaABAg,9SK6boOSZX0,Напали на скорий помощь,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyOJUZztE_Kq4os8kV4AaABAg,GE9a-UY4I7E,Турмодоле олтуруп жок кылыш керек эле ошо Батукаевди.жогорудан буйрук болгондаа анан булар буйрукту аткарышкан.акча алышкан же креслого отургузам жогоруга котором деп айтып турмодон чыгарткан.призидент баш,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugz89M5ecq8hPRPl8Wh4AaABAg,bXQ7pHLuXSc,Ооой Максимди тим койуп жанынарда жургон Атамбаевдин уйун териштирип алгылачы анча чыным кетирип Британияда эмне бар дейм да.,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyoQvgPE23Daj_euvl4AaABAg,bXQ7pHLuXSc,Эмне ачык айткандарды бул жерде дагы коро албастыктар коп ко бут Бакиевтин кишилери го озунор кормок турмак кан кечтинер элего 2010 жылы акмактар,non_hate,non_hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyEIW9OZ_uNIjMY7mt4AaABAg,KSVY5SRkfn8,Ташиев озу Опг болуб калган екенда,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyfwdEFVA6pUs2QeVh4AaABAg,9SK6boOSZX0,Рахмон өзү бок болуп атса генералы абат болот беле эшек айбан доңуздар,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgwT0OB66pGyF1kXf3B4AaABAg,rcF3WelvY18,Админстратырни баш кылип кармап камаш кэрэк баласын коргогондойы галубойынь корговататы акмак. Карап бэр сэн эмнэ болсоны,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugwjzscwu2ZWneTEJYZ4AaABAg,KSVY5SRkfn8,Ишенген ТАШИ сен болсон Кольбаевдин олтуруп ОЗУ ОПГ турбайбы,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgxBz7dsZLcxvfJhpcN4AaABAg,bXQ7pHLuXSc,Максим озунчу кыргыз сезбейт,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzfLUhWWBvOmTPW35R4AaABAg,MzmJyHQlS5Y,Маркум Улан Эгизбаевди...ушул матраимов олтургон.,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxhjxH3DtyGqYcmQEp4AaABAg,rcF3WelvY18,Сакал койгон ешшек акмак ит,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugx7Czz0nqtRrzuwhbd4AaABAg,bXQ7pHLuXSc,ушуну олтуруш керек,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugwe7Qf0Jq_nZHbUh2B4AaABAg,9SK6boOSZX0,"Бул жапайылардын бүт кылмыштарын тактап, эл аралык сотко бериш керек. Генпрокуратура ушул жолу чара көрбөсө, каны төгүлгөн жигиттердин өлүмү кечирилбейт!",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxsWky1bVR_Ip7UvVd4AaABAg,8W94yWJHw6A,"Бирөөнүн да көтү таза эмес ,сукалар баарын атып салышса эшектерди",offensive,offensive,сука|эшек,potentially_hate,CohereForAI/aya-expanse-8b
